sample_id,kind,index,value
13,p,11,-0.14026320350198285
13,p,12,-0.39164412124610626
13,p,13,0.45574209192360282
13,p,14,-0.23938268695271989
13,p,15,-0.46042902534439606
13,p,16,0.50060595752967918
13,p,17,-0.28129581772422141
13,z,0,0
13,z,1,0
13,z,2,1
13,z,3,-0.90747047840787576
13,z,4,-0.42011585404288299
13,z,5,-2.0510342851533115e-10
13,z,6,-0.90747047840787576
13,z,7,-0.42011585404288299
13,z,8,-2.0510342851533115e-10
13,z,9,-0.90747047840787576
13,z,10,-0.42011585404288299
13,z,11,-2.0510342851533115e-10
13,z,12,0.21670631883507707
13,z,13,-0.46809608481566484
13,z,14,-0.85669389326479728
13,z,15,-0.74604017460184191
13,z,16,0.48659290245202169
13,z,17,-0.45458927084058015
14,T,0,0.38131365845601162
14,T,1,0.25265598894666769
14,T,2,0.88924959663992731
14,T,3,0.19724161811023233
14,T,4,0.84580360994142101
14,T,5,-0.48359435245984211
14,T,6,-0.22528372262328766
14,T,7,-0.14764688414378221
14,T,8,0.37311680112928786
14,T,9,0.83803427944107833
14,T,10,-0.39809847926953973
14,T,11,0.0050640818318034575
14,T,12,0
14,T,13,0
14,T,14,0
14,T,15,1
14,p,0,0
14,p,1,0
14,p,2,0.1273
14,p,3,0
14,p,4,0
14,p,5,0.1273
14,p,6,0.30525734650528119
14,p,7,0.51259468705494038
14,p,8,0.26371348616468393
14,p,9,0.16473573688613705
14,p,10,-0.043782924360930009
14,p,11,0.10527872916289563
14,p,12,0.11525280530003103
14,p,13,-0.12687572491791507
14,p,14,0.041768761620455022
14,p,15,0.19724161811023233
14,p,16,-0.14764688414378221
14,p,17,0.0050640818318034575
14,z,0,0
14,z,1,0
14,z,2,1
14,z,3,0.85918865275961287
14,z,4,-0.51165892835864923
