target_id,target_x,target_y,target_z,target_radius_from_base,target_height_z,orientation_angle,cuda_success,curobo_success,cuda_pos_err,curobo_pos_err,is_curobo_only_fail,is_cuda_only_fail,is_both_fail,radius_bin,z_bin,orientation_angle_bin,curobo_failure_rate,cuda_failure_rate,mean_curobo_pos_err,mean_cuda_pos_err,bin_count
929,1.040730467967173,-0.2100053148895238,0.05384299071484059,1.0617071814945112,0.05384299071484059,112.67379947116304,1,1,0.870887274537,6.966057010190131e-05,0,0,0,3,1,3,,,,,
930,-0.19591990212726382,0.5916968993701456,1.2087543922992634,0.6232895224322328,1.2087543922992634,145.25654458138322,1,1,0.179963401765,6.665081930925519e-05,0,0,0,1,4,4,,,,,
931,0.2326424834399642,0.04293522246536789,0.11170602115139938,0.23657125444412017,0.11170602115139938,128.9623516130503,1,0,0.059407152538,78.72195350605884,1,0,0,0,2,4,,,,,
932,0.12122440880003266,0.4841395478736679,1.21620861245408,0.4990856230189736,1.21620861245408,101.08025968103594,1,1,0.26738940975,0.00024276592247175332,0,0,0,1,4,3,,,,,
933,0.8896809327123174,-0.39245370171557104,0.710612652878821,0.9723950174811229,0.710612652878821,78.12514632484972,1,1,0.0127272731996,0.0002508977280797382,0,0,0,2,4,2,,,,,
934,0.5360092929202239,-0.9050034968709024,0.348512299673891,1.0518256944215614,0.348512299673891,172.43143709129322,1,1,0.695575374685,5.0948875100697134e-05,0,0,0,3,2,5,,,,,
935,-0.2792573569732703,0.5054806778510577,0.8326729567888884,0.577490594819051,0.8326729567888884,156.9061322589791,1,1,0.0671692781885,4.5681619020036095e-05,0,0,0,1,4,5,,,,,
936,-0.7748402923316039,0.6832391708489249,0.8986233169511544,1.0330504553035402,0.8986233169511544,142.6867440515256,1,0,0.822810076419,46.28306417896431,1,0,0,2,4,4,,,,,
937,0.25664352093266996,-0.1234806504490706,0.16811737184320172,0.28480408682468616,0.16811737184320172,90.20699824113012,1,1,0.0687783273362,2.2089790452824473e-05,0,0,0,0,2,3,,,,,
938,-0.4482812820311666,0.2411263273841839,-0.49609216901488207,0.5090167124734619,-0.49609216901488207,112.13544635925759,1,1,0.0491245286234,2.6477350196852898e-05,0,0,0,1,0,3,,,,,
939,0.27803955532872315,0.6361774305813415,-0.9088273401599934,0.694282159866197,-0.9088273401599934,107.3807102996263,1,0,0.223774683596,174.92545794366717,1,0,0,1,-2,3,,,,,
940,0.11737927555618091,0.08194457552178147,0.11351108281266516,0.14315309213404648,0.11351108281266516,179.5167690555516,0,1,15.2491622149,0.00036937895022986415,0,1,0,0,2,5,,,,,
941,0.28080423000108956,0.4296877085670519,-0.032914651370982685,0.5133055059904468,-0.032914651370982685,115.58172622676992,1,1,0.259638682839,4.934004610956336e-05,0,0,0,1,1,3,,,,,
942,-0.3865980249657414,0.44060077429672734,0.4443793884435147,0.5861630107899062,0.4443793884435147,104.73162177985566,1,1,0.177744947023,6.119082451350779e-05,0,0,0,1,3,3,,,,,
943,-0.9547021051657161,-0.22532991782344322,-0.41516051102947765,0.9809330667656023,-0.41516051102947765,162.6446796805256,1,0,0.0224817593935,52.34947911553198,1,0,0,2,0,5,,,,,
944,-0.23627585037329552,0.6893352259374625,-0.13756516591489634,0.7287038707100961,-0.13756516591489634,163.29480077616824,1,1,0.0196606058767,8.838187069193651e-05,0,0,0,2,1,5,,,,,
945,-0.5908922659586313,-0.052773296407751746,0.7678974470782662,0.5932442083859448,0.7678974470782662,102.19718979589354,1,1,0.00438726259274,5.2947532718655944e-05,0,0,0,1,4,3,,,,,
946,0.6900383910510649,0.4398098427734211,-0.5963319876916533,0.8182821511708072,-0.5963319876916533,81.71934793059208,1,1,0.231177989096,6.255053641389707e-05,0,0,0,2,-1,2,,,,,
947,-0.11532994810522978,0.05751236776144729,0.2734098870707814,0.1288746265774724,0.2734098870707814,134.30684682636064,1,1,0.125781314051,0.0002357370047225897,0,0,0,0,2,4,,,,,
948,0.7183066148959357,-0.5219835131848566,0.1359296328227056,0.8879364735385429,0.1359296328227056,165.25555277311292,1,1,0.0447883224929,0.00012584782643563897,0,0,0,2,2,5,,,,,
949,0.6278134235308206,-0.6413506815831427,0.29999856289093796,0.8974855940529916,0.29999856289093796,178.97598828381953,1,1,0.491846533322,3.852663270020192e-05,0,0,0,2,2,5,,,,,
950,0.12349854973508677,0.23190830341912166,0.24508700535742214,0.26274198937627974,0.24508700535742214,114.86577886139709,1,1,0.101767658593,0.00012991222353573518,0,0,0,0,2,3,,,,,
951,1.0579042790163582,0.07263193295429468,0.3325636389422741,1.0603946723959894,0.3325636389422741,119.6350542951223,1,1,0.161589188247,5.148905613900295e-06,0,0,0,3,2,3,,,,,
952,-0.11002663345452576,0.24946837434692118,-0.5370530061869075,0.2726542313418814,-0.5370530061869075,150.63369919167275,1,1,0.18167222291,0.0003076824614401042,0,0,0,0,-1,5,,,,,
953,-0.3061703721445289,0.0862731229180639,1.0786368376696107,0.3180933015911443,1.0786368376696107,126.7605585282221,1,1,2.14622986858,0.001020374143038612,0,0,0,0,4,4,,,,,
954,0.18862983944380785,0.5124756552769059,-0.17937120390935257,0.5460883752471671,-0.17937120390935257,169.1516404916979,1,1,0.0265403053563,0.00010756580164312244,0,0,0,1,1,5,,,,,
955,-0.12337046079879828,0.2067782522652683,0.35057457360833516,0.24078520761788247,0.35057457360833516,118.4287311031371,1,1,0.14239973248,2.4461583959542326,0,0,0,0,2,3,,,,,
956,-0.3875109979544966,0.6968146087090704,-0.43155702138011615,0.7973176107713066,-0.43155702138011615,161.7296855414516,1,1,0.860297324243,0.00011790148414839867,0,0,0,2,0,5,,,,,
957,0.13493736788552504,-0.09348381929300362,0.18524374022552886,0.1641563819090823,0.18524374022552886,150.1530775656888,1,1,1.08911589852,0.6862537924942156,0,0,0,0,2,5,,,,,
958,-0.14641462487851947,0.20663306120103545,-1.093400233874204,0.2532478318952177,-1.093400233874204,119.09684217254933,1,1,2.61474278691,0.9923454726640693,0,0,0,0,-2,3,,,,,
959,0.18438574683070752,0.1432606634417823,0.5307377518200258,0.23349886792894176,0.5307377518200258,90.80863903428175,1,1,0.0495969421312,5.079297649886876e-05,0,0,0,0,3,3,,,,,
960,0.31048313904524993,0.557755526204736,-0.6894000794738396,0.6383502225607147,-0.6894000794738396,100.15361144301107,1,1,3.72825146963,7.26245329541495e-05,0,0,0,1,-1,3,,,,,
961,0.25731129695335586,0.8155813920647921,-0.6638622834877537,0.8552088111228522,-0.6638622834877537,93.93154678007355,1,1,0.415063646576,9.321608255911425e-05,0,0,0,2,-1,3,,,,,
962,-0.11766415349449098,-0.10374264386612733,-0.761739384656508,0.15686742547103036,-0.761739384656508,62.278439104364665,1,1,0.846291000514,0.06790286458181656,0,0,0,0,-1,2,,,,,
963,0.22220301795158431,0.1711806957587172,0.6537339095040807,0.28049422772533233,0.6537339095040807,118.32552566233277,1,1,0.0406275166893,0.00015048297615864682,0,0,0,0,3,3,,,,,
964,-0.6010459410676213,0.8933434765964131,0.49985868100635494,1.0767166713909602,0.49985868100635494,93.94830483079035,1,1,0.0426783250025,8.179704786599982e-05,0,0,0,3,3,3,,,,,
