target_id,sorted_target_rank,seed_id,rank,pos_err_mm,rot_err_deg,pose_cost,total_loss,success_loose,success_medium,success_strict
1,82,13,3,4.24654826591,0.128604924346,2.307130869647877e-05,1.1535654348239385e-05,1,1,1
1,82,14,3,0.555646459556,0.0019690703405,3.099240622548911e-07,1.5496203112744554e-07,1,1,1
1,82,15,3,1.903550173,0.0382561016261,4.0693197838066765e-06,2.0346598919033387e-06,1,1,1
780,83,0,3,0.0461813888083,0.0207497537666,1.3328644570788046e-07,6.664322285394022e-08,1,1,1
780,83,1,3,0.114783782824,0.894422533993,0.000243704573474,0.000121852286737,1,1,1
780,83,2,0,92.8506345436,56.5049287063,0.9812058608347322,0.4908300004173661,0,0,0
780,83,3,3,0.0908737932079,0.293350926918,2.6222038924070324e-05,1.3111019462035162e-05,1,1,1
780,83,4,3,0.0131317437696,0.969713286148,0.0002864452919753,0.0001432226459876,1,1,1
780,83,5,0,122.808674885,57.2623093837,1.0139139839577909,0.5071840619788954,0,0,0
780,83,6,0,706.560519389,7.03888567877,0.5143203153107935,0.2576908212359361,0,0,0
780,83,7,0,654.234921452,0.336637570498,0.4280578531725376,0.2144830665862688,0,0,0
780,83,8,3,0.0861759609106,0.596527743255,0.0001084041181909,5.420205909549186e-05,1,1,1
780,83,9,3,0.301718959108,0.145160903774,6.509837554697176e-06,3.254918777348588e-06,1,1,1
780,83,10,3,0.560479497854,0.018652095223,4.20113867751279e-07,2.100569338756395e-07,1,1,1
780,83,11,0,904.322605293,0.338861029447,0.8178343526863108,0.4090007650985441,0,0,0
