target_id,pos_error_m,rot_error_rad,converged_loose,converged_medium,converged_strict
329,3.899027454502211e-08,7.884953353001449e-08,1,1,1
330,6.553399248100736e-08,4.712160915387242e-08,1,1,1
331,6.997734646509502e-08,7.598131170262078e-08,1,1,1
332,2.6200673456690674e-08,9.185692672385244e-08,1,1,1
333,1.7566893924098469e-07,1.788139343261721e-07,1,1,1
334,7.7157353803098e-08,1.0536712127723512e-07,1,1,1
335,4.078395864145521e-08,1.6858739404357632e-07,1,1,1
336,6.403769074832471e-08,1.5485740967710726e-07,1,1,1
337,5.6478595572320005e-08,1.6726511955740805e-07,1,1,1
338,5.291656049489678e-08,1.5485740967710726e-07,1,1,1
339,5.7981234437225275e-08,1.9428737179048833e-07,1,1,1
340,5.042534883687519e-08,1.460009659995544e-07,1,1,1
341,3.0485911934691735e-07,1.490116119384767e-07,1,1,1
342,3.0413785221049675e-07,5.575503985246929e-08,1,1,1
343,2.680555334893223e-07,1.9542689693874154e-07,1,1,1
344,3.2064900890357634e-08,5.575503985246929e-08,1,1,1
345,1.1757185044444674e-07,7.884953353001449e-08,1,1,1
346,2.4080708018360555e-07,5.575503985246929e-08,1,1,1
347,1.0062762411116996e-07,1.2287812309317777e-07,1,1,1
348,2.9866166032985114e-07,1.1920928955078133e-07,1,1,1
349,3.1848084157572523e-07,1.4751396978812924e-07,1,1,1
350,1.2161910856599604e-07,9.185692672385244e-08,1,1,1
351,1.3373939921282354e-07,8.940696716308596e-08,1,1,1
352,1.9172134931582827e-08,2.149076029934881e-07,1,1,1
353,2.3710331992303713e-07,1.1733186057227575e-07,1,1,1
354,2.3803777988236263e-07,6.664001874625058e-08,1,1,1
355,4.376945363088449e-07,6.322027276634106e-08,1,1,1
356,2.0368056729218648e-07,6.989264130329237e-08,1,1,1
357,4.112908261178453e-08,1.429269171748377e-07,1,1,1
358,1.5463289157398127e-07,8.940696716308596e-08,1,1,1
359,1.5470277326453459e-07,0.0,1,1,1
360,1.652666003661426e-07,1.0950072449966577e-07,1,1,1
361,1.714257868812742e-07,2.0647654623614315e-07,1,1,1
362,2.5325443653690985e-07,4.2146848510894035e-08,1,1,1
363,1.8633415116096156e-07,1.0323827311807144e-07,1,1,1
364,2.0011886747422888e-07,7.300048299977716e-08,1,1,1
365,1.3779681182111499e-07,1.5485740967710726e-07,1,1,1
366,1.7281519394315797e-07,2.3084779657169732e-07,1,1,1
367,2.058461020194739e-07,1.1542389828584848e-07,1,1,1
368,2.2358105768216107e-07,1.3978528260658483e-07,1,1,1
369,2.3045088971132368e-07,8.429369702178808e-08,1,1,1
370,2.1154507420297105e-07,2.9802322387695312e-08,1,1,1
371,1.8972084799586837e-07,1.0745380149674388e-07,1,1,1
372,1.8174166364655053e-07,7.300048299977716e-08,1,1,1
373,2.291901862013003e-07,2.1073424255447017e-08,1,1,1
374,3.0345427558589785e-07,7.300048299977716e-08,1,1,1
375,2.840404308167843e-07,2.1073424255447017e-08,1,1,1
376,3.245011826532208e-07,1.2818463544611084e-07,1,1,1
377,2.531290908015771e-07,1.7249341164216756e-07,1,1,1
378,2.697615454656518e-07,1.3818768405162858e-07,1,1,1
379,2.6820276953573486e-07,1.1348386266624797e-07,1,1,1
380,3.328642978680438e-07,5.16191365590357e-08,1,1,1
381,2.869580968237615e-07,6.664001874625058e-08,1,1,1
382,2.8174737773552636e-07,7.598131170262078e-08,1,1,1
383,3.011680217935286e-07,1.99920056238752e-07,1,1,1
384,2.8697565765509604e-07,1.6323404237781964e-07,1,1,1
385,3.9798143649474304e-07,8.161702118890975e-08,1,1,1
386,2.98719813268679e-07,4.2146848510894035e-08,1,1,1
387,2.8034948488982e-07,1.591008641128439e-07,1,1,1
388,2.5498451896889976e-07,1.1151007970493862e-07,1,1,1
389,2.822506543912067e-07,1.490116119384767e-07,1,1,1
390,2.469604357365284e-07,9.65705618025044e-08,1,1,1
391,2.598200788773367e-07,1.3978528260658483e-07,1,1,1
392,2.2261661178298345e-07,1.2990531157078375e-07,1,1,1
393,1.8174697833394893e-07,1.788139343261721e-07,1,1,1
394,1.902006772565192e-07,1.8848643661548996e-07,1,1,1
395,2.1171451986505904e-07,8.161702118890975e-08,1,1,1
396,1.1565242288762636e-07,9.424321830774487e-08,1,1,1
397,1.4426587136593156e-07,1.8611544365878127e-07,1,1,1
398,1.4600038829277425e-07,1.0536712127723512e-07,1,1,1
399,1.5865685219749654e-07,2.0754915888881898e-07,1,1,1
400,1.511101874048302e-07,1.3493575361575816e-07,1,1,1
401,1.5202329077410037e-07,2.615143176136061e-07,1,1,1
402,9.696392242237675e-08,7.884953353001449e-08,1,1,1
403,1.1072962750805974e-07,2.1073424255447017e-08,1,1,1
404,2.3155020637222676e-07,1.2818463544611084e-07,1,1,1
405,2.903769056427197e-07,1.2287812309317777e-07,1,1,1
406,3.0069949614139734e-07,1.2467205919833125e-07,1,1,1
407,1.876907062944312e-07,1.9082797281243975e-07,1,1,1
408,2.3487313096907235e-07,8.940696716308596e-08,1,1,1
409,1.794893712992594e-07,1.0106459234841571e-07,1,1,1
410,2.500666975367341e-07,1.1348386266624797e-07,1,1,1
411,3.594632199676186e-07,1.460009659995544e-07,1,1,1
412,6.021548518381238e-08,1.8611544365878127e-07,1,1,1
413,3.5525534039879063e-07,1.2287812309317777e-07,1,1,1
414,2.0018540573103766e-07,7.884953353001449e-08,1,1,1
415,1.9552004767797216e-07,1.2287812309317777e-07,1,1,1
416,6.171122383294366e-08,1.6858739404357632e-07,1,1,1
417,6.621441162396451e-08,9.884312124119404e-08,1,1,1
418,8.226291501161242e-08,1.2467205919833125e-07,1,1,1
419,5.826758950282925e-08,1.5196262340524166e-07,1,1,1
420,1.0186775171102997e-07,1.2818463544611084e-07,1,1,1
421,1.5872632150098197e-08,9.185692672385244e-08,1,1,1
422,3.0528778403638295e-08,9.424321830774487e-08,1,1,1
423,7.435006957392242e-08,1.264405455326822e-07,1,1,1
424,3.912595040863502e-07,9.884312124119404e-08,1,1,1
425,4.0873316710583734e-08,2.9802322387695312e-08,1,1,1
426,5.652596788287945e-08,1.490116119384767e-07,1,1,1
427,1.2719470923984926e-07,1.1348386266624797e-07,1,1,1
428,2.0608276927245568e-07,9.424321830774487e-08,1,1,1
429,8.614597720559722e-08,5.960464477539064e-08,1,1,1
430,3.548410885321903e-08,1.2818463544611084e-07,1,1,1
431,6.411544376540529e-08,7.884953353001449e-08,1,1,1
432,3.946221802645335e-08,0.0,1,1,1
433,5.222676833391778e-08,1.1920928955078133e-07,1,1,1
434,2.7478960661484273e-08,7.598131170262078e-08,1,1,1
435,7.069446992533241e-08,1.6858739404357632e-07,1,1,1
436,4.5412464153179594e-08,2.5288109106536486e-07,1,1,1
437,1.0086391755676172e-07,1.2990531157078375e-07,1,1,1
438,1.1733717820742904e-07,1.2467205919833125e-07,1,1,1
439,1.1655570768034466e-07,2.563692708922222e-07,1,1,1
440,1.076074803036043e-07,4.712160915387242e-08,1,1,1
441,6.776329460800694e-08,1.444721179430584e-07,1,1,1
442,1.6817762525675332e-07,1.576990670600291e-07,1,1,1
443,8.014966050211873e-08,9.424321830774487e-08,1,1,1
444,3.4919967832523296e-08,1.3160349229466696e-07,1,1,1
