target_id,pos_error_m,rot_error_rad,num_iterations,converged
453,2.775268408760e-03,2.174574837509e-03,21.000000,1
454,1.559112743171e-03,4.827906476887e-04,15.000000,1
455,6.668726369597e-03,5.395531220566e-03,16.000000,1
456,8.370642913411e-03,7.459276352640e-03,17.000000,1
457,2.517728899639e-03,1.128386736602e-03,18.000000,1
458,5.948132565512e-03,8.316753988862e-04,23.000000,1
459,1.940765812683e-03,1.034306842268e-03,23.000000,1
460,5.683721282053e-03,8.191555941864e-03,13.000000,1
461,7.776933073248e-03,3.360203743284e-03,14.000000,1
462,6.467960464174e-03,3.100553357161e-03,13.000000,1
463,3.500644010332e-03,8.024160334262e-04,21.000000,1
464,5.493090502076e-04,6.219973750735e-04,26.000000,1
465,7.677537689398e-03,8.572324354300e-03,19.000000,1
466,2.526464109703e-03,7.699078080614e-03,15.000000,1
467,3.962842063688e-03,8.619645716758e-03,16.000000,1
468,5.800278003429e-04,0.000000000000e+00,21.000000,1
469,8.794133656498e-03,1.295240085649e-02,14.000000,1
470,1.277884504675e-03,0.000000000000e+00,15.000000,1
471,7.419721001808e-03,1.797926711429e-03,15.000000,1
472,4.135575365482e-03,3.464856387742e-03,17.000000,1
473,8.952732249043e-03,9.268951320907e-03,15.000000,1
474,2.154307186770e-03,6.472271096163e-04,14.000000,1
475,9.622402828916e-03,8.101194492343e-03,19.000000,1
476,6.122545448173e-04,9.495461655752e-05,16.000000,1
477,5.803612717855e-03,7.945075258202e-03,14.000000,1
