target_id,pos_error_m,rot_error_rad,converged_loose,converged_medium,converged_strict
130,5.3213301503901636e-08,6.664001874625058e-08,1,1,1
131,2.655275450821357e-08,9.65705618025044e-08,1,1,1
132,5.3974067795308333e-08,1.5485740967710726e-07,1,1,1
133,6.95416447504787e-08,7.598131170262078e-08,1,1,1
134,4.290273929851446e-08,6.664001874625058e-08,1,1,1
135,6.146259140709895e-08,9.884312124119404e-08,1,1,1
136,3.350701173420197e-08,1.6726511955740805e-07,1,1,1
137,2.771691531476503e-08,7.884953353001449e-08,1,1,1
138,5.533409023821745e-08,1.3493575361575816e-07,1,1,1
139,4.5207993588747314e-08,8.429369702178808e-08,1,1,1
140,2.854710890067091e-08,8.688795409866128e-08,1,1,1
141,4.247529189924559e-08,6.989264130329237e-08,1,1,1
142,4.6498804676952486e-08,5.575503985246929e-08,1,1,1
143,5.143095135650634e-08,6.322027276634106e-08,1,1,1
144,7.157617100428633e-08,1.0106459234841571e-07,1,1,1
145,1.0634613806536571e-08,2.2598729860936304e-07,1,1,1
146,5.147699650357568e-08,1.490116119384767e-07,1,1,1
147,1.5872654867054174e-08,8.940696716308596e-08,1,1,1
148,6.090961735038843e-08,5.575503985246929e-08,1,1,1
149,6.128153090628361e-08,1.0106459234841571e-07,1,1,1
150,1.2841309057868384e-07,1.6049041769309372e-07,1,1,1
151,3.7439521537216326e-08,1.2818463544611084e-07,1,1,1
152,3.505839496157544e-08,3.6500241499888574e-08,1,1,1
