sample_id,row,col,value
10,5,2,-2.0510342851533115e-10
10,5,3,-2.0510342851533113e-10
10,5,4,-0.26138324688258985
10,5,5,-0.35490342478860415
11,0,0,-0.016041808203643312
11,0,1,0.096612749618912044
11,0,2,0.040322442548509529
11,0,3,-0.011020517955558992
11,0,4,-0.077687238989068166
11,0,5,0
11,1,0,0.20965178051503136
11,1,1,-1.0409052014457922
11,1,2,-0.43443376120162425
11,1,3,0.11873499640233764
11,1,4,-0.025744291733635599
11,1,5,-0
11,2,0,0
11,2,1,-0.0034026249945685954
11,2,2,-0.06313363451294296
11,2,3,0.074327327281913561
11,2,4,-0.042458972448575112
11,2,5,0
11,3,0,0
11,3,1,0.995720219238582
11,3,2,0.995720219238582
11,3,3,0.995720219238582
11,3,4,-0.084759001177341212
11,3,5,0.53183638787097498
11,4,0,0
11,4,1,0.092418856298215002
11,4,2,0.092418856298215002
11,4,3,0.092418856298215002
11,4,4,0.91319298169582075
11,4,5,-0.29683920172322592
11,5,0,1
11,5,1,-2.0510342851533115e-10
11,5,2,-2.0510342851533115e-10
11,5,3,-2.0510342851533115e-10
11,5,4,-0.39861571707713167
11,5,5,-0.79311824140960974
12,0,0,-0.086159741251046737
12,0,1,-0.34930951551438871
12,0,2,0.20949262852298917
12,0,3,0.14655609225655122
12,0,4,0.019769895989651749
12,0,5,-0
12,1,0,-0.8289518535495497
12,1,1,-0.026163242599380833
12,1,2,0.01569097403873965
12,1,3,0.010977034552258085
12,1,4,-0.089555714762876423
12,1,5,0
12,2,0,0
12,2,1,0.82020105539965504
12,2,2,0.5741677479617413
12,2,3,0.0053584115604291263
12,2,4,-0.009474448050871432
12,2,5,0
12,3,0,0
12,3,1,-0.074690671593247646
12,3,2,-0.074690671593247646
12,3,3,-0.074690671593247646
12,3,4,0.5865779323660778
12,3,5,-0.78099210164834187
12,4,0,0
12,4,1,0.99720675066755826
12,4,2,0.99720675066755826
12,4,3,0.99720675066755826
12,4,4,0.043934620019003875
12,4,5,-0.2336813642458693
12,5,0,1
12,5,1,-2.0510342851533115e-10
12,5,2,-2.0510342851533115e-10
12,5,3,-2.0510342851533115e-10
12,5,4,0.80870024015386732
12,5,5,0.57917558405641989
13,0,0,0.24309832318720034
13,0,1,-0.25570576763692693
13,0,2,-0.11849389781068798
13,0,3,0.025167656753664652
13,0,4,0.017013893033453093
13,0,5,-0
13,1,0,-0.13779913745650399
